id,timestamp,price_sq_m,material_monolit,green_zone_part,industrial_part,ttk_km,trc_count
13311,12/21/2013,175000,0,0.070662054,0.035145267,8.009093042,27
13312,12/21/2013,260377.358490566,0,0.169625419,0.019508796,3.792005768,39
13344,12/23/2013,219607.843137255,0,0.297166335,0,7.361599119,21
13349,12/23/2013,125438.596491228,0,0.058543047,0.025609157,15.34224003,8
13387,12/24/2013,150201.388888889,0,0.169625419,0.019508796,6.154473769,36
13398,12/24/2013,154716.981132075,0,0.058543047,0.025609157,16.03001731,8
13428,12/25/2013,121818.181818182,0,0.069670879,0.130617806,9.44309323,22
13454,12/26/2013,153731.343283582,0,0.133372781,0.309479124,5.381208214,37
13465,12/26/2013,178048.780487805,0,0.070662054,0.035145267,7.385160604,27
13471,12/26/2013,183653.846153846,0,0.169625419,0.019508796,0.110483486,51
13472,12/26/2013,157142.857142857,0,0.331075802,0.000991,8.247085453,47
13498,12/27/2013,131578.947368421,0,0.058543047,0.025609157,15.01297058,10
13501,12/27/2013,149206.349206349,0,0.083809588,0.371148999,12.28532836,12
13513,12/27/2013,169230.769230769,0,0.133372781,0.309479124,7.859823299,31
13539,12/30/2013,150000,0,0.083809588,0.371148999,11.41013722,21
13540,12/30/2013,163418.181818182,0,0.169625419,0.019508796,6.154473769,36
13558,12/31/2013,155263.157894737,0,0.083809588,0.371148999,12.34307139,16
13588,1/9/2014,165307.352941176,1,0.169625419,0.019508796,6.154473769,36
13602,1/10/2014,234210.526315789,0,0.070662054,0.035145267,5.997223353,33
13603,1/10/2014,148888.888888889,0,0.133372781,0.309479124,8.437609413,32
13609,1/10/2014,218493.150684932,0,0.169625419,0.019508796,5.115276595,40
13612,1/10/2014,133333.333333333,0,0.133372781,0.309479124,5.445536376,38
13638,1/10/2014,159721.333333333,1,0.169625419,0.019508796,6.154473769,36
13647,1/11/2014,154716.981132075,0,0.058543047,0.025609157,15.49395385,8
13668,1/13/2014,200000,0,0.169625419,0.019508796,5.21786657,36
13714,1/14/2014,238805.970149254,0,0.199430788,0.081943463,0.932237924,43
13717,1/14/2014,155000,0,0.069670879,0.130617806,8.02458667,27
13755,1/15/2014,216216.216216216,0,0.297166335,0,7.27091791,22
13759,1/15/2014,178431.37254902,0,0.083809588,0.371148999,11.41013722,21
13802,1/16/2014,148571.428571429,0,0.069670879,0.130617806,9.315843211,21
13877,1/18/2014,142307.692307692,0,0.058543047,0.025609157,15.62460506,7
13893,1/20/2014,189189.189189189,0,0.331075802,0.000991,7.862939878,45
13909,1/20/2014,173747.727272727,0,0.169625419,0.019508796,6.035625615,36
13935,1/21/2014,200000,0,0.169625419,0.019508796,5.468580111,38
13952,1/21/2014,168504,0,0.169625419,0.019508796,6.154473769,36
14001,1/22/2014,160465.11627907,0,0.069670879,0.130617806,7.889070323,26
14004,1/22/2014,109375,0,0.133372781,0.309479124,6.48695381,36
14008,1/22/2014,223809.523809524,0,0.070662054,0.035145267,11.28453528,16
14025,1/23/2014,158860.759493671,0,0.058543047,0.025609157,15.62460506,7
14084,1/24/2014,205263.157894737,0,0.297166335,0,7.525104818,21
14092,1/24/2014,152631.578947368,0,0.058543047,0.025609157,15.9681008,8
14106,1/24/2014,162245.066666667,0,0.169625419,0.019508796,6.154473769,36
14172,1/27/2014,143902.43902439,0,0.083809588,0.371148999,12.17137516,19
14181,1/27/2014,227222.222222222,0,0.331075802,0.000991,8.622230136,44
14191,1/28/2014,177500,0,0.133372781,0.309479124,7.859823299,31
14228,1/28/2014,161066.666666667,1,0.169625419,0.019508796,6.154473769,36
14234,1/28/2014,166666.666666667,0,0.083809588,0.371148999,11.22848159,21
14256,1/28/2014,142857.142857143,0,0.058543047,0.025609157,15.62460506,7
14285,1/29/2014,189473.684210526,0,0.169625419,0.019508796,4.924894681,37
14324,1/29/2014,176000,0,0.331075802,0.000991,8.927207216,28
14379,1/30/2014,133280.428571429,0,0.058543047,0.025609157,15.63336544,8
14403,1/31/2014,201351.351351351,0,0.169625419,0.019508796,1.392683182,41
14447,2/1/2014,224418.604651163,1,0.331075802,0.000991,7.971951404,35
14493,2/3/2014,212987.012987013,0,0.297166335,0,7.133850338,24
14499,2/3/2014,164444.444444444,0,0.133372781,0.309479124,5.445536376,38
14534,2/4/2014,168043.75,0,0.169625419,0.019508796,6.154473769,36
14562,2/4/2014,133750,0,0.058543047,0.025609157,15.01827723,8
14589,2/5/2014,233333.333333333,0,0.169625419,0.019508796,4.141989898,41
14591,2/5/2014,204819.277108434,0,0.297166335,0,7.909311706,19
14597,2/5/2014,194594.594594595,0,0.070662054,0.035145267,7.11080269,28
14618,2/5/2014,203947.368421053,1,0.069670879,0.130617806,9.729141828,20
14640,2/6/2014,137096.774193548,0,0.133372781,0.309479124,6.628104378,36
14655,2/6/2014,139516.129032258,0,0.058543047,0.025609157,16.19941188,8
14659,2/6/2014,140425.531914894,0,0.069670879,0.130617806,9.625592216,22
14683,2/6/2014,153846.153846154,0,0.070662054,0.035145267,7.28522545,28
14687,2/6/2014,174635.205479452,1,0.169625419,0.019508796,6.118916969,37
14693,2/6/2014,157894.736842105,0,0.058543047,0.025609157,16.05010608,9
14706,2/7/2014,176045.138888889,0,0.169625419,0.019508796,6.154473769,36
14713,2/7/2014,168877.333333333,0,0.169625419,0.019508796,6.154473769,36
14714,2/7/2014,255405.405405405,0,0.297166335,0,7.319460286,23
14738,2/7/2014,125000,0,0.083809588,0.371148999,13.0771056,10
14742,2/7/2014,179032.258064516,0,0.070662054,0.035145267,7.968353861,25
14756,2/8/2014,178333.333333333,0,0.069670879,0.130617806,6.564695874,32
14764,2/8/2014,132258.064516129,0,0.058543047,0.025609157,15.4939505,8
14808,2/10/2014,147500,0,0.083809588,0.371148999,12.17137516,19
14826,2/10/2014,177631.578947368,0,0.331075802,0.000991,8.542599688,46
14833,2/11/2014,46163.6363636364,1,0.169625419,0.019508796,1.827734252,43
14836,2/11/2014,130741.379310345,0,0.069670879,0.130617806,8.213257943,27
14842,2/11/2014,105822.64,0,0.133372781,0.309479124,6.524656096,37
14856,2/11/2014,185294.117647059,0,0.169625419,0.019508796,1.642786607,40
14909,2/12/2014,285714.285714286,1,0.169625419,0.019508796,3.759125033,42
14913,2/12/2014,213409.090909091,0,0.070662054,0.035145267,6.033860065,32
14930,2/12/2014,137037.037037037,0,0.058543047,0.025609157,16.03001731,8
14939,2/12/2014,170270.27027027,0,0.331075802,0.000991,7.905017816,40
14940,2/12/2014,181333.333333333,0,0.331075802,0.000991,7.797471896,45
14947,2/13/2014,153947.368421053,0,0.058543047,0.025609157,15.65722217,8
14960,2/13/2014,216216.216216216,0,0.297166335,0,7.824093584,20
15003,2/13/2014,138000,0,0.069670879,0.130617806,7.665054189,26
15006,2/14/2014,156603.773584906,0,0.058543047,0.025609157,15.7828433,8
15043,2/14/2014,170588.235294118,0,0.069670879,0.130617806,8.345842543,26
15044,2/14/2014,162773.333333333,0,0.169625419,0.019508796,6.154473769,36
15053,2/15/2014,136585.365853659,0,0.058543047,0.025609157,15.56432479,8
15058,2/15/2014,115254.237288136,0,0.083809588,0.371148999,11.75040938,20
15063,2/15/2014,200000,0,0.070662054,0.035145267,8.045943035,25
15070,2/17/2014,162834.545454545,0,0.169625419,0.019508796,6.154473769,36
15072,2/17/2014,225000,0,0.169625419,0.019508796,3.726225908,43
15073,2/17/2014,178313.253012048,0,0.297166335,0,6.828562624,24
15083,2/17/2014,144318.181818182,0,0.083809588,0.371148999,12.59762003,11
15108,2/17/2014,126984.126984127,1,0.169625419,0.019508796,1.303955949,43
15147,2/18/2014,182352.941176471,0,0.070662054,0.035145267,7.131757638,27
15266,2/20/2014,203703.703703704,0,0.297166335,0,7.659779851,21
15270,2/20/2014,134146.341463415,0,0.058543047,0.025609157,15.4939505,8
15304,2/21/2014,131707.317073171,0,0.169625419,0.019508796,0.518167516,47
15325,2/22/2014,211320.754716981,0,0.297166335,0,7.717085981,18
15326,2/22/2014,128048.780487805,0,0.083809588,0.371148999,11.22848159,21
15327,2/24/2014,167510.6,0,0.169625419,0.019508796,6.154473769,36
15333,2/24/2014,133962.264150943,0,0.058543047,0.025609157,15.40315297,8
15338,2/24/2014,141176.470588235,0,0.058543047,0.025609157,14.1742066,10
15355,2/24/2014,170175.438596491,0,0.070662054,0.035145267,8.751416012,21
15364,2/25/2014,177448.732394366,0,0.169625419,0.019508796,6.154473769,36
15378,2/25/2014,130985.915492958,0,0.069670879,0.130617806,8.957202583,24
15394,2/25/2014,155263.157894737,0,0.083809588,0.371148999,12.6055929,11
15404,2/25/2014,130120.481927711,0,0.058543047,0.025609157,15.62460506,7
15417,2/26/2014,156060.606060606,0,0.133372781,0.309479124,4.926846155,40
15434,2/26/2014,176315.789473684,0,0.070662054,0.035145267,7.666224777,27
15443,2/26/2014,88219.5873015873,0,0.083809588,0.371148999,12.21383392,15
15478,2/26/2014,124074.074074074,0,0.083809588,0.371148999,13.1579499,10
15520,2/27/2014,163284.112149533,0,0.169625419,0.019508796,6.154473769,36
15560,2/28/2014,203030.303030303,0,0.331075802,0.000991,7.303177772,47
15570,2/28/2014,172720,1,0.169625419,0.019508796,6.154473769,36
15582,2/28/2014,85869.5652173913,0,0.083809588,0.371148999,11.79273625,20
15585,3/1/2014,177702.702702703,0,0.297166335,0,7.971365077,19
15618,3/3/2014,193333.333333333,0,0.331075802,0.000991,8.206190082,46
15631,3/3/2014,174137.931034483,0,0.133372781,0.309479124,8.39007493,34
15656,3/4/2014,135849.056603774,0,0.083809588,0.371148999,11.22848159,21
15682,3/4/2014,163157.894736842,0,0.133372781,0.309479124,7.615372107,35
15689,3/4/2014,182432.432432432,0,0.331075802,0.000991,7.112504631,47
15693,3/4/2014,88702.9836065574,0,0.083809588,0.371148999,12.21383392,15
15752,3/5/2014,133962.264150943,0,0.058543047,0.025609157,16.19941188,8
15754,3/5/2014,121710.526315789,0,0.083809588,0.371148999,11.22848159,21
15756,3/5/2014,151587.301587302,0,0.133372781,0.309479124,8.010201314,31
15757,3/5/2014,224358.974358974,0,0.331075802,0.000991,8.361309566,44
15805,3/6/2014,181272.727272727,0,0.133372781,0.309479124,7.652660693,37
15835,3/7/2014,147368.421052632,0,0.058543047,0.025609157,15.62460506,7
15839,3/7/2014,222077.922077922,0,0.297166335,0,8.041532275,19
15846,3/7/2014,87119.5737704918,0,0.083809588,0.371148999,12.21383392,15
15858,3/10/2014,197727.272727273,0,0.070662054,0.035145267,7.76529025,23
15863,3/10/2014,163513.513513514,0,0.083809588,0.371148999,12.75509186,15
15867,3/11/2014,155555.555555556,0,0.058543047,0.025609157,15.41071546,8
15876,3/11/2014,135526.315789474,0,0.058543047,0.025609157,16.10211589,9
15895,3/11/2014,157894.736842105,0,0.058543047,0.025609157,16.26852529,8
15916,3/12/2014,156329.113924051,0,0.133372781,0.309479124,6.794335225,36
15919,3/12/2014,175324.675324675,0,0.331075802,0.000991,7.337843904,46
15965,3/13/2014,142307.692307692,0,0.083809588,0.371148999,11.84106506,20
15991,3/13/2014,172727.272727273,0,0.331075802,0.000991,7.203229251,48
15996,3/13/2014,156097.56097561,0,0.133372781,0.309479124,5.886557839,35
16019,3/13/2014,153571.428571429,0,0.133372781,0.309479124,6.810398073,36
16053,3/14/2014,82176.3896103896,0,0.083809588,0.371148999,12.21383392,15
16071,3/15/2014,172946.666666667,0,0.169625419,0.019508796,6.154473769,36
16101,3/17/2014,88440.4262295082,0,0.083809588,0.371148999,12.21383392,15
16104,3/17/2014,150000,0,0.083809588,0.371148999,12.96927829,12
16139,3/17/2014,162962.962962963,0,0.069670879,0.130617806,6.013762019,33
16140,3/17/2014,88879.7049180328,0,0.083809588,0.371148999,12.21383392,15
16146,3/18/2014,89351,0,0.083809588,0.371148999,12.21383392,15
16151,3/18/2014,82354,0,0.083809588,0.371148999,12.21383392,15
16169,3/18/2014,125396.825396825,0,0.083809588,0.371148999,13.54667187,10
16175,3/18/2014,172946.666666667,0,0.169625419,0.019508796,6.154473769,36
16197,3/18/2014,145714.285714286,0,0.058543047,0.025609157,15.49360439,8
16221,3/19/2014,139726.02739726,0,0.069670879,0.130617806,9.582706465,21
16241,3/19/2014,79066.3780487805,0,0.083809588,0.371148999,12.21383392,15
16243,3/19/2014,80972,0,0.083809588,0.371148999,12.21383392,15
16244,3/19/2014,174000,0,0.133372781,0.309479124,5.266349228,38
16278,3/20/2014,94000,1,0.058543047,0.025609157,15.49360439,8
16317,3/21/2014,154054.054054054,0,0.083809588,0.371148999,13.0287749,10
16347,3/21/2014,207894.736842105,0,0.083809588,0.371148999,12.6055929,11
16361,3/21/2014,146341.463414634,0,0.199430788,0.081943463,1.580412513,75
16364,3/21/2014,77300,0,0.083809588,0.371148999,12.21383392,15
16379,3/22/2014,208181.818181818,0,0.169625419,0.019508796,1.842771518,41
16438,3/24/2014,158490.566037736,0,0.070662054,0.035145267,7.760019169,28
16467,3/25/2014,87555.8196721312,0,0.083809588,0.371148999,12.21383392,15
16471,3/25/2014,164473.684210526,0,0.133372781,0.309479124,4.711308333,43
16475,3/25/2014,81703,0,0.083809588,0.371148999,12.21383392,15
16484,3/25/2014,161743.076923077,0,0.169625419,0.019508796,6.154473769,36
16493,3/25/2014,191250,0,0.133372781,0.309479124,7.950914368,34
16498,3/25/2014,150740,0,0.169625419,0.019508796,6.035625615,36
16522,3/25/2014,134939.759036145,0,0.058543047,0.025609157,15.37423326,8
16533,3/26/2014,216216.216216216,0,0.070662054,0.035145267,8.150944596,25
16546,3/26/2014,90701,0,0.083809588,0.371148999,12.21383392,15
16581,3/26/2014,87927,0,0.083809588,0.371148999,12.21383392,15
16608,3/27/2014,81763.1948051948,0,0.083809588,0.371148999,12.21383392,15
16642,3/27/2014,177922.077922078,0,0.169625419,0.019508796,3.438806272,42
16646,3/27/2014,165860.869565217,0,0.070662054,0.035145267,7.406068196,28
16694,3/28/2014,92695.8852459016,0,0.083809588,0.371148999,12.21383392,15
16723,3/29/2014,160000,0,0.069670879,0.130617806,8.00041997,27
16759,3/31/2014,264929.203539823,1,0.169625419,0.019508796,1.133245768,41
16832,4/1/2014,229508.196721311,0,0.199430788,0.081943463,0.932237924,43
16863,4/2/2014,125000,0,0.058543047,0.025609157,15.84409193,8
16867,4/2/2014,181111.111111111,0,0.331075802,0.000991,7.905234536,47
16909,4/2/2014,253521.126760563,0,0.199430788,0.081943463,0.311307815,42
16913,4/2/2014,197777.777777778,0,0.169625419,0.019508796,5.142207101,36
16927,4/3/2014,85682.974025974,0,0.083809588,0.371148999,12.21383392,15
16938,4/3/2014,140740.740740741,0,0.083809588,0.371148999,11.41013722,21
16943,4/3/2014,200000,0,0.070662054,0.035145267,7.11080269,28
16950,4/3/2014,253947.368421053,1,0.169625419,0.019508796,3.761919232,38
16964,4/3/2014,92783.737704918,0,0.083809588,0.371148999,12.21383392,15
16978,4/3/2014,196296.296296296,0,0.331075802,0.000991,7.962815771,31
16979,4/4/2014,160975.609756098,0,0.133372781,0.309479124,7.652660693,37
16984,4/4/2014,90398.5081967213,0,0.083809588,0.371148999,12.21383392,15
16996,4/4/2014,97845.25,0,0.083809588,0.371148999,12.21383392,15
16997,4/4/2014,134210.526315789,0,0.083809588,0.371148999,12.77253713,13
17012,4/4/2014,153846.153846154,0,0.070662054,0.035145267,7.966311075,28
17016,4/4/2014,70715.9090909091,1,0.070662054,0.035145267,7.948037676,24
17020,4/4/2014,178033.333333333,0,0.169625419,0.019508796,6.154473769,36
